GO.ID	Description	pVal	p.adj	Phenotype	Gene.vals
REACTOME_PROGRAMMED_CELL_DEATH	Herbivore	0.469649724521225	0.78137461337478	1	DYNLL1:19, TNFSF10:207, BID:312, PPP3CC:399, CASP3:408, BCL2L11:422, PSME1:461, PRKCD:533, H1-1:754, IRF2:829, PSME2:833, ELANE:906, PRKCQ:911, E2F1:1054, ITCH:1127, PSMD2:1278, CASP1:1297, IL1A:1437, BAD:1457, APPL1:1509, RIPK1:1687, DAPK2:1796, TFDP2:1855, FNTA:1980, PSMD8:2294, BAX:2439, CD14:2463, CLSPN:2496, DAPK3:2510, IRF1:2570, DSG3:2795, PSMD10:2864, PSMB7:2913, UNC5A:2967, GAS2:3033, UBE2L3:3044, PSMB1:3073, PSME4:3120, ACIN1:3179, BAK1:3241, CDH1:3379, DIABLO:3414, PSMB2:3437, CASP6:3496, OCLN:3512, PSME3:3513, SEM1:3616, TP53:3731, CHMP7:3746, PSMD1:3815, CFLAR:3862, CHMP3:3928, TJP2:4004, CASP8:4018, VIM:8774.5, FAS:8774.5, ROCK1:8774.5, ARHGAP10:8774.5, TP63:8774.5, TP73:8774.5, PKP1:8774.5, ADD1:8774.5, DNM1L:8774.5, PPP1R13B:8774.5, PSMD5:8774.5, DSP:8774.5, PSMB5:8774.5, STK24:8774.5, TRADD:8774.5, MAPK3:8774.5, TJP1:8774.5, BMF:8774.5, GSDMD:8774.5, AKT2:8774.5, BBC3:8774.5, GSDME:8774.5, UNC5B:8774.5, PSMD3:8774.5, C1QBP:8774.5, BIRC2:8774.5, PSMD9:8774.5, LMNB1:8774.5, FASLG:8774.5, APAF1:8774.5, H1-3:8774.5, PSMF1:8774.5, TRAF2:8774.5, PSMA1:8774.5, CASP9:8774.5, STK26:8774.5, DSG1:8774.5, APC:8774.5, NMT1:8774.5, TLR4:8774.5, AKT1:8774.5, PSMB6:8774.5, CDKN2A:8774.5, GSN:8774.5, APIP:8774.5, LY96:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, DFFA:8774.5, LMNA:8774.5, OMA1:8774.5, PSMD6:8774.5, HMGB2:8774.5, FADD:8774.5, H1-4:8774.5, PTK2:8774.5, DFFB:8774.5, AVEN:8774.5, UBB:8774.5, BCL2L1:8774.5, BCL2:8774.5, SFN:8774.5, PAK2:8774.5, SATB1:8774.5, H1-5:8774.5, PSMD13:8774.5, BCAP31:8774.5, MAPT:8774.5, DCC:8774.5, H1-2:8774.5, H1-0:8774.5, DAPK1:8774.5, PSMD12:8774.5, SPTAN1:8774.5, TFDP1:8774.5, OPA1:8774.5, PSMB8:8774.5, PSMB10:8774.5, PPP3R1:8774.5, PSMB11:8774.5, DYNLL2:8774.5, FLOT2:8774.5, FLOT1:8774.5, HSP90AA1:8774.5, STUB1:8774.5, CDC37:8774.5, SDCBP:8774.5, IL1B:8774.5, IL18:8774.5, PRKN:8774.5, RIPK3:8774.5, CHMP4B:8774.5, CHMP4C:8774.5, PDCD6IP:8774.5, CHMP4A:8774.5, CASP7:13441, BMX:13627, CHMP6:13965, PSMB9:14005, DBNL:14174, DSG2:14300, XIAP:14308, UACA:14595, TICAM2:14607, TP53BP2:14983, UBA52:15017, BIRC3:15030, RPS27A:15057, PLEC:15091
REACTOME_SIGNALING_BY_RETINOIC_ACID	Herbivore	0.0939169369672046	0.431969993244566	1	CPT1A:200, ALDH1A1:437, CYP26C1:755, DHRS3:1093, PDK1:1269, PPARD:1520, DHRS4:1554, PDHA2:2320, CRABP2:2336, RDH5:2395, PDK3:2615, ADH4:2738, RARA:3090, CPT1B:3239, PDK4:3416, RARB:8774.5, RARG:8774.5, RXRA:8774.5, PDK2:8774.5, DLD:8774.5, PDHX:8774.5, PDHA1:8774.5, DLAT:8774.5, PDHB:8774.5, FABP5:8774.5, RDH11:8774.5, CYP26B1:8774.5, CYP26A1:8774.5, DHRS9:8774.5, RXRG:8774.5, RXRB:8774.5, ALDH1A2:8774.5, RDH13:8774.5, SDR16C5:8774.5, ALDH1A3:8774.5, RDH14:8774.5, ALDH8A1:14068
REACTOME_RA_BIOSYNTHESIS_PATHWAY	Unclear	0.366258518248713	0.726533069125088	1	ALDH1A1:437, CYP26C1:755, DHRS3:1093, DHRS4:1554, RDH5:2395, ADH4:2738, RDH11:8774.5, CYP26B1:8774.5, CYP26A1:8774.5, DHRS9:8774.5, ALDH1A2:8774.5, RDH13:8774.5, SDR16C5:8774.5, ALDH1A3:8774.5, RDH14:8774.5, ALDH8A1:14068
REACTOME_MITOCHONDRIAL_TRANSLATION	Unclear	0.29551190425025	0.667679152084211	1	MRPS36:326, MRPS6:381, MRPL13:761, MRPS5:1027, MRPS10:1122, CHCHD1:1377, MRPL49:1519, MRPL30:1626, MRPL40:1700, MRPL16:1811, MRPL52:1961, MRPL14:2094, MRPS14:2268, MRPL42:2362, MRPL3:2369, ERAL1:2554, MRPL22:2626, MRPL35:2627, GADD45GIP1:2719, MRPL54:2766, OXA1L:2788, MRPL47:2867, MRPL17:2912, MRPL19:2922, MRPL11:2995, MRPS25:3038, MRPL20:3160, MRPL51:3514, MRPS11:3577, MRPL48:3863, MRPS9:3884, MRPL18:8774.5, MRPL43:8774.5, MRPS35:8774.5, MRPS24:8774.5, MRPS34:8774.5, MTIF2:8774.5, MRPL28:8774.5, MRPS33:8774.5, MRPS18A:8774.5, MRPS31:8774.5, MTFMT:8774.5, MRPL4:8774.5, MRPL32:8774.5, MRPL27:8774.5, MRPL2:8774.5, MRPS30:8774.5, MRPS27:8774.5, MRPL37:8774.5, MRPS15:8774.5, MTIF3:8774.5, MRPS2:8774.5, TSFM:8774.5, MRPS7:8774.5, MRPS26:8774.5, MRPS12:8774.5, MRPL34:8774.5, PTCD3:8774.5, MRPL44:8774.5, MRPL50:8774.5, MRPL15:8774.5, MRPL24:8774.5, MRPL9:8774.5, MRPS28:8774.5, MRPL10:8774.5, MRPS18C:8774.5, MRPL58:8774.5, GFM1:8774.5, MRPL1:8774.5, MRPL57:8774.5, MRPS22:8774.5, AURKAIP1:8774.5, TUFM:8774.5, MRPS23:8774.5, MRPL41:8774.5, MRPS16:8774.5, MRPL21:8774.5, MRPS18B:8774.5, MRPL38:8774.5, MRPL53:8774.5, MRPL23:8774.5, MRPS17:8774.5, MRPL46:8774.5, MRPL12:8774.5, MRPS21:8774.5, MRPL45:8774.5, GFM2:13456, DAP3:13576, MTRF1L:13612, MRPL39:14628, MRRF:14697
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	Herbivore	0.0112465191453973	0.160932333485328	1	MGST3:51, MGST1:148, GGT5:293, GGT1:457, ACY1:708, MGST2:1827, DPEP3:2413, GGT7:3558, CYP1A2:8774.5, DPEP1:8774.5, DPEP2:8774.5, GGT6:14897
REACTOME_ORGANIC_CATION_TRANSPORT	Both	0.294839663790952	0.666996127747912	1	SLC22A16:52, RUNX1:716, SLC22A4:835, SLC22A3:1104, SLC22A1:1454, SLC22A2:8774.5, SLC22A5:8774.5, SLC22A15:8774.5, SLC22A18:14623, RSC1A1:14772
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	Both	0.11389157323885	0.487875554322887	1	SLC22A16:52, RUNX1:716, SLC22A4:835, SLC22A3:1104, SLC22A6:1333, SLC22A1:1454, SLC22A7:1926, SLC22A12:3565, SLC22A2:8774.5, SLC22A5:8774.5, SLC22A8:8774.5, SLC22A15:8774.5, SLC22A11:8774.5, SLC22A18:14623, RSC1A1:14772
REACTOME_METABOLISM_OF_LIPIDS	Unclear	5.96625445032397e-09	1.07571567739341e-05	1	ALB:40, CYP17A1:47, HSD11B1:49, FABP1:59, SPTLC3:67, ELOVL7:97, HEXB:98, CYP51A1:104, PISD:109, SLC10A2:118, HSD17B2:124, SLCO1B1:150, MOGAT1:155, CYP1A1:159, SLC44A4:184, PI4K2A:189, HSD17B3:195, CPT1A:200, FAR2:233, PTGS2:268, ABCB11:272, SLC51A:288, SLCO1A2:289, GGT5:293, MED13:317, AKR1B1:369, MIGA1:376, SCD:377, ABCC1:378, CYP21A2:380, PPARA:387, CARM1:416, SLC44A2:417, CYP11A1:419, EBP:429, GPCPD1:434, PLA2G1B:441, DGAT2L6:446, ARSL:447, GGT1:457, HSD17B11:459, GLA:460, HACD2:469, AKR1D1:488, PTGR1:532, TSPO:552, PEMT:556, GDE1:571, SLC27A5:573, CYP19A1:597, PLPP3:598, ACER3:605, PLPP2:610, CERS4:621, CUBN:646, CYP7A1:647, SLC44A1:648, DECR1:654, ACSL6:685, ARSA:691, PI4K2B:694, GPAT4:721, HSD3B2:734, ACOT9:737, ME1:743, GPAT3:764, EHHADH:767, ACSS3:769, ABHD3:783, ACAA2:786, SLC44A5:805, HADHB:811, NR1H4:823, GPX1:834, MED23:864, HPGD:895, CERS3:914, HPGDS:955, PTPMT1:971, SC5D:982, GBA2:990, ACOT12:991, SEC24D:992, PPP1CB:1025, PTGES:1028, FABP2:1034, SLC10A1:1041, RORA:1047, AGPS:1055, AGPAT5:1057, SIN3A:1058, MORC2:1080, PLA2R1:1099, ACER1:1107, CPTP:1113, MECR:1131, PLA2G2D:1142, MOGAT2:1145, PCCB:1165, CYP27A1:1166, PNPLA2:1174, CPNE1:1201, TPTE2:1245, PCYT1A:1250, SPTLC2:1251, CGA:1274, MED9:1276, NR1H2:1306, PNPLA7:1308, ACACA:1354, ELOVL6:1383, FABP4:1412, CYP7B1:1470, PLEKHA2:1477, STARD7:1492, NEU3:1504, CHKA:1513, PPARD:1520, SRD5A3:1533, CYP24A1:1546, DEGS2:1551, LGMN:1555, TBXAS1:1566, GPAT2:1569, GPX4:1576, GLB1:1582, APOA1:1588, SLC25A1:1604, FADS2:1609, SGPL1:1635, GPD1L:1641, ACBD4:1648, CPNE3:1650, SPHK2:1676, TPTE:1680, GPD2:1682, CEPT1:1691, LPIN2:1698, ACOT11:1702, SMPD4:1711, PLA2G4A:1716, PHOSPHO1:1719, PRKD2:1728, ECI2:1760, DHCR24:1772, HSD11B2:1776, PLBD1:1794, VAPA:1797, NDUFAB1:1803, LCLAT1:1812, PTPN13:1825, PI4KA:1843, AGMO:1844, STARD10:1845, SLC25A17:1856, INPP5K:1864, PIK3CB:1873, CERS1:1921, ABHD4:1943, OXCT1:1984, THRAP3:1991, MED29:1992, ASAH1:1993, ABHD5:1999, MMAA:2027, PCCA:2030, CD36:2042, CDS1:2056, VDR:2074, GDPD1:2084, CYP27B1:2086, HMGCLL1:2131, INSIG1:2143, OSBP:2149, MED4:2162, MED19:2170, EP300:2186, CRLS1:2203, PLA1A:2206, DHRS7B:2230, UGT8:2264, MGLL:2275, MTMR14:2339, CYP2U1:2355, DPEP3:2413, SLC51B:2433, DDHD1:2438, ETNPPL:2467, PIP5K1A:2503, LHB:2504, CHPT1:2506, DDHD2:2572, ACADM:2598, HAO2:2616, GPX2:2624, ALAS1:2632, LPCAT3:2651, SMPD1:2765, CIDEC:2820, GALC:2837, FABP9:2842, ACAA1:2855, CROT:2886, ETNK2:2900, CTSA:2907, PON1:2910, HMGCR:2947, PON2:2968, THEM5:3052, ACSL1:3093, STARD3:3094, PIK3R3:3165, MED20:3172, B4GALNT1:3183, HACD3:3188, ACLY:3216, CERS5:3219, PITPNM2:3230, FHL2:3233, CPT1B:3239, PLA2G4F:3264, PLIN2:3277, PLA2G4D:3296, HMGCL:3297, SACM1L:3310, PLEKHA4:3330, FABP7:3366, PIK3C2B:3391, ACER2:3392, ACOXL:3395, ACSM3:3422, TECRL:3428, LPGAT1:3431, PON3:3444, PLA2G2E:3480, FABP12:3487, SUMF2:3506, ACOT13:3535, FDXR:3541, PTGS1:3553, ACSL5:3600, NUDT19:3674, PPARG:3678, ELOVL2:3716, TNFRSF21:3747, PIK3R4:3759, MSMO1:3771, SGPP1:3792, PRKACB:3799, ACBD5:3804, FAR1:3805, CBR4:3810, PLA2G3:3819, CYP4B1:3845, NCOA2:3878, OSBPL6:3913, FAAH:3920, RUFY1:3961, INPP5D:3976, PIK3C2G:3980, ELOVL1:4036, TMEM86B:4071, FA2H:4086, ACHE:4097, PRKACA:8774.5, PIK3R2:8774.5, PIK3CG:8774.5, CAV1:8774.5, PIK3CA:8774.5, PIK3R1:8774.5, PSAP:8774.5, PPP1CA:8774.5, CHAT:8774.5, BCHE:8774.5, PRKAG2:8774.5, PRKAB2:8774.5, PIK3C3:8774.5, TRIB3:8774.5, THEM4:8774.5, CREBBP:8774.5, ARNT:8774.5, NCOR1:8774.5, MED24:8774.5, MED17:8774.5, SREBF1:8774.5, NCOA1:8774.5, MED15:8774.5, TBL1X:8774.5, MED25:8774.5, MED26:8774.5, PTGDS:8774.5, PPARGC1A:8774.5, MED28:8774.5, MED13L:8774.5, MED1:8774.5, MED6:8774.5, TGS1:8774.5, SCD5:8774.5, MED22:8774.5, CDK19:8774.5, MED7:8774.5, MED27:8774.5, MED30:8774.5, PLIN1:8774.5, ANGPTL4:8774.5, PIK3CD:8774.5, MED16:8774.5, CHD9:8774.5, MED14:8774.5, MED12:8774.5, PIP5K1C:8774.5, RXRA:8774.5, NCOR2:8774.5, NCOA6:8774.5, CSNK2B:8774.5, ALOX5:8774.5, ARF1:8774.5, ALOX15:8774.5, MAPKAPK2:8774.5, INPPL1:8774.5, SEC23A:8774.5, SEC24A:8774.5, SEC24B:8774.5, OSBPL1A:8774.5, SEC24C:8774.5, FDX1:8774.5, FDX2:8774.5, CLOCK:8774.5, NPAS2:8774.5, ABCD1:8774.5, PLA2G12A:8774.5, PLA2G5:8774.5, PNPLA8:8774.5, MBOAT2:8774.5, LPCAT1:8774.5, PLA2G2F:8774.5, PLB1:8774.5, LPCAT4:8774.5, PLA2G6:8774.5, PLA2G4E:8774.5, HADHA:8774.5, OSBPL5:8774.5, OSBPL8:8774.5, OSBPL10:8774.5, MBOAT1:8774.5, PLAAT1:8774.5, PNPLA3:8774.5, AWAT2:8774.5, MBOAT7:8774.5, PLA2G15:8774.5, PLD1:8774.5, PGS1:8774.5, CDS2:8774.5, PLD3:8774.5, PLD2:8774.5, AGPAT4:8774.5, GNPAT:8774.5, GPAM:8774.5, MIGA2:8774.5, AGPAT3:8774.5, ACP6:8774.5, LIPH:8774.5, GPD1:8774.5, AGPAT2:8774.5, LIPI:8774.5, AGPAT1:8774.5, CHKB:8774.5, LPIN3:8774.5, MFSD2A:8774.5, AGK:8774.5, CPNE6:8774.5, CDIPT:8774.5, PITPNM1:8774.5, SELENOI:8774.5, ETNK1:8774.5, PTDSS1:8774.5, PTDSS2:8774.5, PITPNB:8774.5, MTMR2:8774.5, MTMR7:8774.5, INPP4A:8774.5, MTMR9:8774.5, INPP4B:8774.5, OCRL:8774.5, SYNJ1:8774.5, INPP5J:8774.5, PIK3C2A:8774.5, PNPLA6:8774.5, PLEKHA5:8774.5, MTMR3:8774.5, VAC14:8774.5, PLEKHA8:8774.5, PIP5K1B:8774.5, PLEKHA1:8774.5, MTMR4:8774.5, FIG4:8774.5, PIKFYVE:8774.5, PLEKHA3:8774.5, SBF2:8774.5, ARF3:8774.5, MTMR6:8774.5, PI4KB:8774.5, PLEKHA6:8774.5, TNFAIP8:8774.5, INPP5E:8774.5, MTMR12:8774.5, PIP4K2A:8774.5, GDPD5:8774.5, TNFAIP8L2:8774.5, ENPP6:8774.5, PIP4P1:8774.5, PIP4K2C:8774.5, MTMR10:8774.5, MTM1:8774.5, TNFAIP8L3:8774.5, TNFAIP8L1:8774.5, PIP4K2B:8774.5, CYP1A2:8774.5, TXNRD1:8774.5, NR1D1:8774.5, PPARGC1B:8774.5, ESRRA:8774.5, BAAT:8774.5, ARSB:8774.5, GLB1L:8774.5, HEXA:8774.5, PNPLA4:8774.5, PNPLA5:8774.5, PLIN3:8774.5, FABP3:8774.5, FABP5:8774.5, ACSL4:8774.5, ACACB:8774.5, ACSL3:8774.5, FASN:8774.5, ARSD:8774.5, STS:8774.5, ARSG:8774.5, SUMF1:8774.5, ARSK:8774.5, ARSJ:8774.5, ARSI:8774.5, PIAS4:8774.5, LBR:8774.5, MBTPS2:8774.5, NFYC:8774.5, IDI1:8774.5, FDFT1:8774.5, SQLE:8774.5, HMGCS1:8774.5, SCAP:8774.5, INSIG2:8774.5, TM7SF2:8774.5, GGPS1:8774.5, FDPS:8774.5, PMVK:8774.5, MVD:8774.5, SP1:8774.5, MTF1:8774.5, ALDH3B1:8774.5, PLPP1:8774.5, ALDH3A2:8774.5, CERT1:8774.5, PRKD3:8774.5, KDSR:8774.5, ORMDL2:8774.5, VAPB:8774.5, ALDH3B2:8774.5, CSNK1G2:8774.5, CERS2:8774.5, DEGS1:8774.5, SAMD8:8774.5, SGPP2:8774.5, SGMS2:8774.5, CERS6:8774.5, SPHK1:8774.5, PRKD1:8774.5, CERK:8774.5, NEU2:8774.5, ESYT2:8774.5, SMPD2:8774.5, GLTP:8774.5, ESYT1:8774.5, B3GALNT1:8774.5, ENPP7:8774.5, NEU1:8774.5, ASAH2:8774.5, GM2A:8774.5, NEU4:8774.5, GLIPR1:8774.5, SLC27A2:8774.5, PTGES2:8774.5, NR1H3:8774.5, APOA5:8774.5, LDLRAP1:8774.5, APOA2:8774.5, ACAT2:8774.5, NSDHL:8774.5, ARV1:8774.5, PLPP6:8774.5, CYP46A1:8774.5, OSBPL3:8774.5, HSD3B7:8774.5, ACOT8:8774.5, SCP2:8774.5, OSBPL9:8774.5, PTGIS:8774.5, OSBPL2:8774.5, CH25H:8774.5, CYP39A1:8774.5, ACOX2:8774.5, CYP8B1:8774.5, AMACR:8774.5, SRD5A1:8774.5, HSD17B12:8774.5, SRD5A2:8774.5, HSD17B14:8774.5, HSD17B1:8774.5, SERPINA6:8774.5, STARD3NL:8774.5, STAR:8774.5, STARD4:8774.5, STARD6:8774.5, MMUT:8774.5, GC:8774.5, CYP2R1:8774.5, CPT2:8774.5, MID1IP1:8774.5, SLC25A20:8774.5, SLC22A5:8774.5, AGT:8774.5, ELOVL5:8774.5, ELOVL3:8774.5, FADS1:8774.5, ACOX1:8774.5, DPEP1:8774.5, AHR:8774.5, CYP2E1:8774.5, CYP1B1:8774.5, DPEP2:8774.5, SIN3B:8774.5, EPHX2:8774.5, ALOX5AP:8774.5, LTC4S:8774.5, ALOXE3:8774.5, ALOX12B:8774.5, PTGR2:8774.5, AWAT1:8774.5, ACADVL:8774.5, ABCB4:8774.5, SLC27A1:8774.5, RXRB:8774.5, PHYH:8774.5, HACL1:8774.5, ACOX3:8774.5, CRAT:8774.5, MLYCD:8774.5, ACOT4:8774.5, DECR2:8774.5, NUDT7:8774.5, G0S2:8774.5, HMGCS2:8774.5, GRHL1:8774.5, ANKRD1:8774.5, PEX11A:8774.5, ACAT1:8774.5, ACOT7:8774.5, TECR:8774.5, MCAT:8774.5, HSD17B8:8774.5, ACADL:8774.5, ELOVL4:8774.5, ACADS:8774.5, MCEE:8774.5, ECHS1:8774.5, ACSBG2:8774.5, PPT1:8774.5, HADH:8774.5, FITM1:8774.5, SLC27A3:8774.5, DBI:8774.5, BDH1:8774.5, BDH2:8774.5, HACD1:8774.5, ECI1:8774.5, PPT2:8774.5, HSD17B13:8774.5, CIDEA:8774.5, ACSF3:8774.5, HACD4:8774.5, GK2:8774.5, FITM2:8774.5, GK:8774.5, ACAD11:8774.5, HTD2:8774.5, PIK3R6:13439, PRKAA2:13501, NCOA3:13626, BMX:13627, PRXL2B:13631, LTA4H:13687, LPCAT2:13730, MBTPS1:13809, GDPD3:13813, MOGAT3:13842, DGAT1:13853, SLC44A3:13866, PCYT2:13888, SPTLC1:13890, HSD17B4:13906, ACSF2:13921, ABCC3:13923, STARD5:13951, LIPE:13971, ACAD10:13983, RGL1:14066, DHCR7:14078, DGAT2:14080, SGMS1:14085, PITPNM3:14134, PLAAT5:14145, AACS:14150, PLD4:14155, HSD17B7:14241, GPS2:14267, ESYT3:14330, ALOX15B:14368, PECR:14375, MED8:14417, ACOT6:14457, LSS:14491, SMPD3:14509, ARNT2:14540, SPNS2:14573, SBF1:14584, INPP5F:14615, SYNJ2:14706, HELZ2:14733, MTMR1:14783, THRSP:14795, TSPOAP1:14834, ACSBG1:14845, CPNE7:14854, PIK3R5:14865, LPIN1:14885, MVK:14952, TIAM2:14966, RAN:15049, RAB14:15070, UBE2I:15098
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	Herbivore	0.142546643817338	0.531015700005496	1	KCNK17:149, KCNK15:304, KCNK16:365, KCNK9:523, KCNK5:1549, KCNK3:1607, KCNK4:2685, KCNK10:3331, KCNJ2:8774.5, KCNJ4:8774.5, KCNJ12:8774.5, KCNK2:8774.5, KCNK6:8774.5, KCNK1:8774.5, KCNK13:8774.5, KCNJ14:8774.5, KCNK18:8774.5, KCNK12:8774.5, KCNK7:13946
REACTOME_ION_HOMEOSTASIS	MixOfBoth	0.757234179929538	0.918069294640002	1	ATP2B4:191, SRI:524, ORAI1:1039, ATP2A1:1094, ABCC9:1101, ORAI2:1413, ATP2B1:1632, CAMK2D:2155, ITPR3:2458, ATP1B1:2587, TRPC1:2589, ATP1B3:3028, RYR1:3246, ATP1A2:3387, ATP1A1:4015, ATP2B3:8774.5, PRKACA:8774.5, ATP2A3:8774.5, NOS1:8774.5, ITPR2:8774.5, ATP1B2:8774.5, ATP2B2:8774.5, STIM1:8774.5, ATP2A2:8774.5, SLC8A1:8774.5, CAMK2A:8774.5, CAMK2G:8774.5, KCNJ11:8774.5, CASQ2:8774.5, CASQ1:8774.5, CLIC2:8774.5, TRDN:8774.5, ASPH:8774.5, RYR2:8774.5, RYR3:8774.5, ATP1A3:8774.5, FXYD6:8774.5, FXYD1:8774.5, TNNI3:8774.5, DMPK:8774.5, ITPR1:13644, ATP1A4:14319, SLC8A2:14504, SLC8A3:14582, CAMK2B:15087
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	Unclear	3.40797577200057e-05	0.00559785766271325	1	CYP17A1:47, CYP21A2:380, CYP11A1:419, GGT1:457, CYP19A1:597, ACY1:708, CYP26C1:755, AHCY:1132, CYP27A1:1166, SLC35D1:1351, CYP7B1:1470, CYP24A1:1546, TBXAS1:1566, FMO3:1656, CYP27B1:2086, MAOA:2164, MAT1A:2208, CYP2U1:2355, GCLC:3282, FDXR:3541, FDX1:8774.5, FDX2:8774.5, GCLM:8774.5, GSS:8774.5, TPMT:8774.5, UGT1A1:8774.5, CYP2R1:8774.5, CYP26B1:8774.5, CYP1B1:8774.5, OPLAH:14753
REACTOME_IRAK4_DEFICIENCY_TLR2_4	Both	0.0688113132094657	0.375132273704712	1	FGG:44, S100A8:358, CD36:2042, CD14:2463, FGB:2676, MYD88:3288, BTK:3362, TLR4:8774.5, LY96:8774.5, TLR2:8774.5, TLR1:8774.5, TLR6:8774.5, IRAK4:8774.5
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	Herbivore	0.916831142313389	0.981350518528084	1	PSME1:461, RELB:519, PSME2:833, PSMD2:1278, PSMD8:2294, PSMD10:2864, PSMB7:2913, PSMB1:3073, PSME4:3120, NFKB2:3279, BTRC:3328, PSMB2:3437, PSME3:3513, SEM1:3616, PSMD1:3815, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, RELA:8774.5, CHUK:8774.5, MAP3K14:8774.5, CCL22:8774.5, UBA3:8774.5, PSMB9:14005, UBA52:15017, UBE2M:15042, SKP1:15051, RPS27A:15057
REACTOME_ORGANIC_ANION_TRANSPORT	Unclear	0.209235213929478	0.58680610713327	1	SLC22A6:1333, SLC22A7:1926, SLC22A12:3565, SLC22A8:8774.5, SLC22A11:8774.5
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	Herbivore	0.566751165857684	0.819448558172738	1	PSME1:461, PSME2:833, ITCH:1127, PSMD2:1278, PSMD8:2294, PSMD10:2864, PSMB7:2913, PSMB1:3073, PSME4:3120, BTRC:3328, PSMB2:3437, PSME3:3513, SUFU:3564, SEM1:3616, PRKACB:3799, PSMD1:3815, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, PRKACA:8774.5, NUMB:8774.5, GLI1:8774.5, PSMB9:14005, UBA52:15017, SKP1:15051, RPS27A:15057
REACTOME_ABC_TRANSPORTER_DISORDERS	Herbivore	0.421825953867886	0.759341232870362	1	ABCB11:272, ERLEC1:431, PSME1:461, PSME2:833, ABCC9:1101, ABCG8:1264, PSMD2:1278, APOA1:1588, ABCG5:2110, PSMD8:2294, ABCC6:2666, PSMD10:2864, PSMB7:2913, PSMB1:3073, LMBRD1:3083, PSME4:3120, PSMB2:3437, PSME3:3513, SEM1:3616, PSMD1:3815, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, ABCC8:8774.5, KCNJ11:8774.5, ERLIN2:8774.5, ABCD1:8774.5, ABCA12:8774.5, ABCA3:8774.5, SEL1L:8774.5, CFTR:8774.5, ABCD4:8774.5, ABCB4:8774.5, ERLIN1:8774.5, ABCB6:8774.5, DERL1:8774.5, RNF5:13444, OS9:13577, PSMB9:14005, UBA52:15017, RPS27A:15057
